,Constraint,Time,Value
132,Bal2Constraint,37,28.194200000000002
133,Bal2Constraint,38,28.520400000000002
134,Bal2Constraint,39,32.3832
135,Bal2Constraint,40,32.3832
136,Bal2Constraint,41,32.3832
137,Bal2Constraint,42,32.3832
138,Bal2Constraint,43,32.383199999999995
139,Bal2Constraint,44,32.3832
140,Bal2Constraint,45,32.3832
141,Bal2Constraint,46,32.3832
142,Bal2Constraint,47,32.3832
143,Bal2Constraint,48,32.3832
144,Bal3Constraint,25,36.9554
145,Bal3Constraint,26,36.4268
146,Bal3Constraint,27,35.7932
147,Bal3Constraint,28,34.0052
148,Bal3Constraint,29,34.0052
149,Bal3Constraint,30,34.5863
150,Bal3Constraint,31,36.9554
151,Bal3Constraint,32,30.4292
152,Bal3Constraint,33,22.4232
153,Bal3Constraint,34,-0.0
154,Bal3Constraint,35,-0.0
155,Bal3Constraint,36,-0.0
156,Bal3Constraint,37,18.2342
157,Bal3Constraint,38,18.5604
158,Bal3Constraint,39,22.4232
159,Bal3Constraint,40,30.384499999999996
160,Bal3Constraint,41,38.09320000000001
161,Bal3Constraint,42,38.0932
162,Bal3Constraint,43,38.093199999999996
163,Bal3Constraint,44,38.0932
164,Bal3Constraint,45,38.0932
165,Bal3Constraint,46,38.0932
166,Bal3Constraint,47,38.0932
167,Bal3Constraint,48,38.0932
168,Bal4Constraint,25,46.9154
169,Bal4Constraint,26,40.0922
170,Bal4Constraint,27,39.458600000000004
171,Bal4Constraint,28,39.458600000000004
172,Bal4Constraint,29,39.458600000000004
173,Bal4Constraint,30,39.458600000000004
174,Bal4Constraint,31,40.0922
175,Bal4Constraint,32,39.458600000000004
176,Bal4Constraint,33,32.3832
177,Bal4Constraint,34,-0.0
178,Bal4Constraint,35,-0.0
179,Bal4Constraint,36,-0.0
180,Bal4Constraint,37,12.5242
181,Bal4Constraint,38,26.837199999999996
182,Bal4Constraint,39,32.3832
183,Bal4Constraint,40,38.6618
184,Bal4Constraint,41,48.05320000000001
185,Bal4Constraint,42,48.053200000000004
186,Bal4Constraint,43,48.0532
187,Bal4Constraint,44,48.053200000000004
188,Bal4Constraint,45,48.053200000000004
189,Bal4Constraint,46,48.053200000000004
190,Bal4Constraint,47,48.053200000000004
191,Bal4Constraint,48,48.053200000000004
192,Bal1Constraint,49,44.9486
193,Bal1Constraint,50,44.9486
194,Bal1Constraint,51,44.9486
195,Bal1Constraint,52,44.9486
196,Bal1Constraint,53,44.9486
197,Bal1Constraint,54,44.9486
198,Bal1Constraint,55,44.9486
199,Bal1Constraint,56,44.9486
200,Bal1Constraint,57,44.9486
201,Bal1Constraint,58,44.9486
202,Bal1Constraint,59,44.9486
203,Bal1Constraint,60,44.9486
204,Bal1Constraint,61,44.9486
205,Bal1Constraint,62,44.9486
206,Bal1Constraint,63,44.9486
207,Bal1Constraint,64,44.9486
208,Bal1Constraint,65,44.9486
209,Bal1Constraint,66,44.9486
210,Bal1Constraint,67,44.9486
211,Bal1Constraint,68,44.9486
212,Bal1Constraint,69,44.9486
213,Bal1Constraint,70,44.9486
214,Bal1Constraint,71,44.9486
215,Bal1Constraint,72,44.9486
216,Bal2Constraint,49,44.9486
217,Bal2Constraint,50,44.9486
218,Bal2Constraint,51,44.9486
219,Bal2Constraint,52,44.9486
220,Bal2Constraint,53,44.9486
221,Bal2Constraint,54,44.9486
222,Bal2Constraint,55,44.9486
223,Bal2Constraint,56,44.9486
224,Bal2Constraint,57,44.9486
225,Bal2Constraint,58,44.9486
226,Bal2Constraint,59,44.9486
227,Bal2Constraint,60,44.9486
228,Bal2Constraint,61,44.9486
229,Bal2Constraint,62,44.9486
230,Bal2Constraint,63,44.9486
231,Bal2Constraint,64,44.9486
232,Bal2Constraint,65,44.9486
233,Bal2Constraint,66,44.9486
234,Bal2Constraint,67,44.9486
235,Bal2Constraint,68,44.9486
236,Bal2Constraint,69,44.9486
237,Bal2Constraint,70,44.9486
238,Bal2Constraint,71,44.9486
239,Bal2Constraint,72,44.9486
240,Bal3Constraint,49,37.8572
241,Bal3Constraint,50,36.1139
242,Bal3Constraint,51,35.7563
243,Bal3Constraint,52,34.9886
244,Bal3Constraint,53,34.9886
245,Bal3Constraint,54,35.7932
246,Bal3Constraint,55,36.695
247,Bal3Constraint,56,37.8572
248,Bal3Constraint,57,36.9632
249,Bal3Constraint,58,36.9632
250,Bal3Constraint,59,35.9351
251,Bal3Constraint,60,34.9886
252,Bal3Constraint,61,35.9351
253,Bal3Constraint,62,36.695
254,Bal3Constraint,63,36.695
255,Bal3Constraint,64,39.66464
256,Bal3Constraint,65,39.66464
257,Bal3Constraint,66,39.66464
258,Bal3Constraint,67,39.66464
259,Bal3Constraint,68,39.66464
260,Bal3Constraint,69,39.66464
261,Bal3Constraint,70,39.66464
262,Bal3Constraint,71,39.66464
263,Bal3Constraint,72,37.8572
264,Bal4Constraint,49,47.3258
265,Bal4Constraint,50,46.0739
266,Bal4Constraint,51,45.716300000000004
267,Bal4Constraint,52,42.0143
268,Bal4Constraint,53,42.0143
269,Bal4Constraint,54,45.7532
270,Bal4Constraint,55,46.655
271,Bal4Constraint,56,47.3258
272,Bal4Constraint,57,46.9232
273,Bal4Constraint,58,46.9232
274,Bal4Constraint,59,45.8951
275,Bal4Constraint,60,42.0143
276,Bal4Constraint,61,45.8951
277,Bal4Constraint,62,46.655
278,Bal4Constraint,63,42.0143
279,Bal4Constraint,64,45.0014
280,Bal4Constraint,65,46.9232
281,Bal4Constraint,66,46.9232
282,Bal4Constraint,67,47.7284
283,Bal4Constraint,68,47.3258
284,Bal4Constraint,69,47.3258
285,Bal4Constraint,70,47.3258
286,Bal4Constraint,71,47.3258
287,Bal4Constraint,72,46.9232
288,Bal1Constraint,73,36.8618
289,Bal1Constraint,74,36.8618
290,Bal1Constraint,75,36.8618
291,Bal1Constraint,76,36.8618
292,Bal1Constraint,77,36.8618
293,Bal1Constraint,78,36.8618
294,Bal1Constraint,79,36.8618
295,Bal1Constraint,80,36.8618
296,Bal1Constraint,81,36.8618
297,Bal1Constraint,82,36.8618
298,Bal1Constraint,83,36.8618
299,Bal1Constraint,84,36.8618
300,Bal1Constraint,85,36.8618
301,Bal1Constraint,86,36.8618
302,Bal1Constraint,87,36.86180000000001
303,Bal1Constraint,88,36.8618
304,Bal1Constraint,89,36.8618
305,Bal1Constraint,90,36.8618
306,Bal1Constraint,91,36.8618
307,Bal1Constraint,92,36.8618
308,Bal1Constraint,93,36.8618
309,Bal1Constraint,94,36.8618
310,Bal1Constraint,95,36.8618
311,Bal1Constraint,96,36.8618
312,Bal2Constraint,73,36.8618
313,Bal2Constraint,74,36.8618
314,Bal2Constraint,75,36.8618
315,Bal2Constraint,76,36.8618
316,Bal2Constraint,77,36.8618
317,Bal2Constraint,78,36.8618
318,Bal2Constraint,79,36.8618
319,Bal2Constraint,80,36.8618
320,Bal2Constraint,81,36.8618
321,Bal2Constraint,82,36.8618
322,Bal2Constraint,83,36.8618
323,Bal2Constraint,84,36.8618
324,Bal2Constraint,85,36.8618
325,Bal2Constraint,86,36.8618
326,Bal2Constraint,87,36.86180000000001
327,Bal2Constraint,88,36.8618
328,Bal2Constraint,89,36.8618
329,Bal2Constraint,90,36.8618
330,Bal2Constraint,91,36.8618
331,Bal2Constraint,92,36.8618
332,Bal2Constraint,93,36.8618
333,Bal2Constraint,94,36.8618
334,Bal2Constraint,95,36.8618
335,Bal2Constraint,96,36.8618
336,Bal3Constraint,73,35.7932
337,Bal3Constraint,74,32.29036666666667
338,Bal3Constraint,75,30.384499999999996
339,Bal3Constraint,76,30.026899999999998
340,Bal3Constraint,77,30.026899999999998
341,Bal3Constraint,78,30.384499999999996
342,Bal3Constraint,79,34.5863
343,Bal3Constraint,80,32.29036666666667
344,Bal3Constraint,81,29.222299999999997
345,Bal3Constraint,82,28.283599999999996
346,Bal3Constraint,83,26.9018
347,Bal3Constraint,84,26.9018
348,Bal3Constraint,85,26.9018
349,Bal3Constraint,86,26.9018
350,Bal3Constraint,87,26.90180000000001
351,Bal3Constraint,88,28.3889
352,Bal3Constraint,89,42.5718
353,Bal3Constraint,90,42.5718
354,Bal3Constraint,91,42.5718
355,Bal3Constraint,92,42.5718
356,Bal3Constraint,93,42.5718
357,Bal3Constraint,94,42.5718
358,Bal3Constraint,95,42.5718
359,Bal3Constraint,96,42.5718
360,Bal4Constraint,73,45.7532
361,Bal4Constraint,74,39.458600000000004
362,Bal4Constraint,75,39.458600000000004
363,Bal4Constraint,76,39.458600000000004
364,Bal4Constraint,77,39.458600000000004
365,Bal4Constraint,78,39.458600000000004
366,Bal4Constraint,79,39.458600000000004
367,Bal4Constraint,80,39.458600000000004
368,Bal4Constraint,81,38.483000000000004
369,Bal4Constraint,82,38.2436
370,Bal4Constraint,83,36.8618
371,Bal4Constraint,84,36.8618
372,Bal4Constraint,85,36.8618
373,Bal4Constraint,86,36.8618
374,Bal4Constraint,87,36.86180000000001
375,Bal4Constraint,88,38.3489
376,Bal4Constraint,89,52.531800000000004
377,Bal4Constraint,90,52.531800000000004
378,Bal4Constraint,91,52.531800000000004
379,Bal4Constraint,92,52.531800000000004
380,Bal4Constraint,93,52.531800000000004
381,Bal4Constraint,94,52.531800000000004
382,Bal4Constraint,95,52.531800000000004
383,Bal4Constraint,96,52.531800000000004
384,Bal1Constraint,97,31.17159999999999
385,Bal1Constraint,98,31.17159999999999
386,Bal1Constraint,99,31.17159999999999
387,Bal1Constraint,100,31.17159999999999
388,Bal1Constraint,101,31.17159999999999
389,Bal1Constraint,102,31.1716
390,Bal1Constraint,103,31.17159999999998
391,Bal1Constraint,104,31.17159999999999
392,Bal1Constraint,105,31.17159999999999
393,Bal1Constraint,106,31.17159999999999
394,Bal1Constraint,107,31.17159999999999
395,Bal1Constraint,108,31.17159999999999
396,Bal1Constraint,109,29.96
397,Bal1Constraint,110,31.17159999999998
398,Bal1Constraint,111,31.17159999999999
399,Bal1Constraint,112,31.17159999999999
400,Bal1Constraint,113,31.17159999999999
401,Bal1Constraint,114,31.17159999999999
402,Bal1Constraint,115,31.1716
403,Bal1Constraint,116,31.17159999999999
404,Bal1Constraint,117,31.17159999999999
405,Bal1Constraint,118,31.17159999999999
406,Bal1Constraint,119,31.17159999999999
407,Bal1Constraint,120,31.17159999999999
408,Bal2Constraint,97,31.17159999999999
409,Bal2Constraint,98,31.17159999999999
410,Bal2Constraint,99,31.17159999999999
411,Bal2Constraint,100,31.17159999999999
412,Bal2Constraint,101,31.17159999999999
413,Bal2Constraint,102,31.1716
414,Bal2Constraint,103,31.17159999999998
415,Bal2Constraint,104,31.17159999999999
416,Bal2Constraint,105,31.17159999999999
417,Bal2Constraint,106,31.17159999999999
418,Bal2Constraint,107,31.17159999999999
419,Bal2Constraint,108,31.17159999999999
420,Bal2Constraint,109,29.96
421,Bal2Constraint,110,31.17159999999998
422,Bal2Constraint,111,31.17159999999999
423,Bal2Constraint,112,31.17159999999999
424,Bal2Constraint,113,31.17159999999999
425,Bal2Constraint,114,31.17159999999999
426,Bal2Constraint,115,31.1716
427,Bal2Constraint,116,31.17159999999999
428,Bal2Constraint,117,31.17159999999999
429,Bal2Constraint,118,31.17159999999999
430,Bal2Constraint,119,31.17159999999999
431,Bal2Constraint,120,31.17159999999999
432,Bal3Constraint,97,35.17255999999999
433,Bal3Constraint,98,35.17255999999999
434,Bal3Constraint,99,35.17255999999999
435,Bal3Constraint,100,35.17255999999999
436,Bal3Constraint,101,35.17255999999999
437,Bal3Constraint,102,35.17255999999999
438,Bal3Constraint,103,35.17255999999999
439,Bal3Constraint,104,35.17255999999999
440,Bal3Constraint,105,28.283599999999996
441,Bal3Constraint,106,21.21159999999999
442,Bal3Constraint,107,21.21159999999999
443,Bal3Constraint,108,21.21159999999999
444,Bal3Constraint,109,-0.0
445,Bal3Constraint,110,21.21159999999998
446,Bal3Constraint,111,21.21159999999999
447,Bal3Constraint,112,28.33639999999999
448,Bal3Constraint,113,36.88159999999999
449,Bal3Constraint,114,36.88159999999999
450,Bal3Constraint,115,36.8816
451,Bal3Constraint,116,36.88159999999999
452,Bal3Constraint,117,36.88159999999999
453,Bal3Constraint,118,36.88159999999999
454,Bal3Constraint,119,35.17255999999999
455,Bal3Constraint,120,35.17255999999999
456,Bal4Constraint,97,39.824
457,Bal4Constraint,98,39.458600000000004
458,Bal4Constraint,99,39.458600000000004
459,Bal4Constraint,100,38.93
460,Bal4Constraint,101,38.7512
461,Bal4Constraint,102,38.93
462,Bal4Constraint,103,39.458600000000004
463,Bal4Constraint,104,39.458600000000004
464,Bal4Constraint,105,38.2436
465,Bal4Constraint,106,31.17159999999999
466,Bal4Constraint,107,31.17159999999999
467,Bal4Constraint,108,26.837199999999996
468,Bal4Constraint,109,-0.0
469,Bal4Constraint,110,15.501599999999979
470,Bal4Constraint,111,31.17159999999999
471,Bal4Constraint,112,38.29639999999999
472,Bal4Constraint,113,46.84159999999999
473,Bal4Constraint,114,46.84159999999999
474,Bal4Constraint,115,46.84159999999999
475,Bal4Constraint,116,46.84159999999999
476,Bal4Constraint,117,46.84159999999999
477,Bal4Constraint,118,46.84159999999999
478,Bal4Constraint,119,45.13255999999999
479,Bal4Constraint,120,45.13255999999999
