,Zone,Time,Value
353,SCE,90,0.0
354,SCE,91,0.0
355,SCE,92,0.0
356,SCE,93,0.0
357,SCE,94,0.0
358,SCE,95,0.0
359,SCE,96,0.0
360,PGE_bay,73,0.0
361,PGE_bay,74,0.0
362,PGE_bay,75,0.0
363,PGE_bay,76,0.0
364,PGE_bay,77,0.0
365,PGE_bay,78,0.0
366,PGE_bay,79,0.0
367,PGE_bay,80,5.338908204475187
368,PGE_bay,81,22.334763442761126
369,PGE_bay,82,35.26854973736954
370,PGE_bay,83,37.934695965874496
371,PGE_bay,84,39.46293363035252
372,PGE_bay,85,39.40339190316507
373,PGE_bay,86,34.21003014292588
374,PGE_bay,87,28.090463737548507
375,PGE_bay,88,16.32104899682811
376,PGE_bay,89,0.0
377,PGE_bay,90,0.0
378,PGE_bay,91,0.0
379,PGE_bay,92,0.0
380,PGE_bay,93,0.0
381,PGE_bay,94,0.0
382,PGE_bay,95,0.0
383,PGE_bay,96,0.0
